geoname,state,county,place,tract,bg,geonum,b19013001,b19013_moe001
"Winter Park town, Colorado",8,,85705,,,10885705,75375,45168
"Marble town, Colorado",8,,48555,,,10848555,73750,11069
"Pitkin town, Colorado",8,,59830,,,10859830,60500,27724
"Fort Collins city, Colorado",8,,27425,,,10827425,65866,1783
"Telluride town, Colorado",8,,76795,,,10876795,67356,15933
"Leadville city, Colorado",8,,44320,,,10844320,64205,15734
"Allenspark CDP, Colorado",8,,1420,,,10801420,93021,39226
"Louisville city, Colorado",8,,46355,,,10846355,103017,7450
"Ward town, Colorado",8,,82735,,,10882735,26667,10544
"Fountain city, Colorado",8,,27865,,,10827865,64582,2810
"Crested Butte town, Colorado",8,,18310,,,10818310,70644,20304
"Estes Park town, Colorado",8,,25115,,,10825115,55000,6257
"Loveland city, Colorado",8,,46465,,,10846465,68592,3844
"Dinosaur town, Colorado",8,,20495,,,10820495,30114,10536
"Black Forest CDP, Colorado",8,,6970,,,10806970,119747,9631
"Otis town, Colorado",8,,56365,,,10856365,47361,9762
"Naturita town, Colorado",8,,53120,,,10853120,35714,14969
"Grand View Estates CDP, Colorado",8,,31935,,,10831935,112045,34520
