geoname,state,county,place,tract,bg,geonum,b25077001,b25077_moe001
"Mountain View town, Colorado",8,,52350,,,10852350,350700,20976
"Superior town, Colorado",8,,75640,,,10875640,576800,18406
"Atwood CDP, Colorado",8,,3840,,,10803840,115600,100147
"Paonia town, Colorado",8,,57300,,,10857300,191000,16617
"Bennett town, Colorado",8,,6090,,,10806090,271600,24677
"Commerce City city, Colorado",8,,16495,,,10816495,320100,5222
"Federal Heights city, Colorado",8,,26270,,,10826270,64300,13696
"Stonegate CDP, Colorado",8,,74080,,,10874080,447700,9788
"Rangely town, Colorado",8,,62880,,,10862880,163900,10072
"Eldorado Springs CDP, Colorado",8,,23630,,,10823630,990400,357131
"Cascade-Chipita Park CDP, Colorado",8,,12325,,,10812325,317900,51177
"Ken Caryl CDP, Colorado",8,,40377,,,10840377,370600,7272
"Aurora city, Colorado",8,,4000,,,10804000,290000,3155
"Fairmount CDP, Colorado",8,,25550,,,10825550,516700,32676
"Florissant CDP, Colorado",8,,27095,,,10827095,149400,48795
"Floyd Hill CDP, Colorado",8,,27175,,,10827175,524700,85652
"Fulford CDP, Colorado",8,,28830,,,10828830,,
"Garfield CDP, Colorado",8,,29295,,,10829295,,
"Gerrard CDP, Colorado",8,,29845,,,10829845,222600,124298
"Glendale CDP, Colorado",8,,30350,,,10830350,,
"Goldfield CDP, Colorado",8,,30890,,,10830890,,
"Guffey CDP, Colorado",8,,33420,,,10833420,,
"Hasty CDP, Colorado",8,,34685,,,10834685,80400,16124
"Heeney CDP, Colorado",8,,35400,,,10835400,,
"Hidden Lake CDP, Colorado",8,,35860,,,10835860,,
"Hoehne CDP, Colorado",8,,36940,,,10836940,167000,107420
"Holly Hills CDP, Colorado",8,,37220,,,10837220,460100,15882
"Howard CDP, Colorado",8,,37655,,,10837655,286400,52200
"Idalia CDP, Colorado",8,,38425,,,10838425,,
"Sherrelwood CDP, Colorado",8,,69810,,,10869810,273500,9802
"New Castle town, Colorado",8,,53395,,,10853395,367300,19778
"Nucla town, Colorado",8,,54935,,,10854935,118200,17864
"Ignacio town, Colorado",8,,38535,,,10838535,180300,26496
"Orchard City town, Colorado",8,,55980,,,10855980,226900,57849
"De Beque town, Colorado",8,,19355,,,10819355,145600,19452
"Berkley CDP, Colorado",8,,6172,,,10806172,288400,18684
"Strasburg CDP, Colorado",8,,74375,,,10874375,296500,23953
"Glenwood Springs city, Colorado",8,,30780,,,10830780,409500,25852
"Starkville town, Colorado",8,,73715,,,10873715,103800,25664
"The Pinery CDP, Colorado",8,,77235,,,10877235,503300,27718
"Westcreek CDP, Colorado",8,,83500,,,10883500,392900,181532
"Clifton CDP, Colorado",8,,15165,,,10815165,143500,9106
"Battlement Mesa CDP, Colorado",8,,5120,,,10805120,183800,43740
"Highlands Ranch CDP, Colorado",8,,36410,,,10836410,467500,3427
"Roxborough Park CDP, Colorado",8,,66197,,,10866197,434800,20783
"Applewood CDP, Colorado",8,,2575,,,10802575,494600,30159
"Lakeside town, Colorado",8,,42495,,,10842495,,
"Littleton city, Colorado",8,,45255,,,10845255,410900,8218
"Sterling city, Colorado",8,,73935,,,10873935,136800,7350
"Mountain Village town, Colorado",8,,52550,,,10852550,739900,132935
"Woodland Park city, Colorado",8,,86090,,,10886090,323500,19325
"Walden town, Colorado",8,,82130,,,10882130,152700,28771
"North Washington CDP, Colorado",8,,54750,,,10854750,139900,71385
"Acres Green CDP, Colorado",8,,320,,,10800320,351000,13149
"Perry Park CDP, Colorado",8,,58592,,,10858592,561300,24714
"Cedaredge town, Colorado",8,,12635,,,10812635,182400,12666
"Delta city, Colorado",8,,19850,,,10819850,170500,10959
"Hotchkiss town, Colorado",8,,37545,,,10837545,157300,17496
"Burlington city, Colorado",8,,10600,,,10810600,117000,29398
"Seibert town, Colorado",8,,69040,,,10869040,70700,22256
"Cokedale town, Colorado",8,,15550,,,10815550,96000,46166
"Palisade town, Colorado",8,,56970,,,10856970,177100,41385
"Durango city, Colorado",8,,22035,,,10822035,463700,17851
"Orchard Mesa CDP, Colorado",8,,56035,,,10856035,189400,23382
"Stratton town, Colorado",8,,74485,,,10874485,112900,14494
"Vona town, Colorado",8,,81690,,,10881690,67500,64725
"Aguilar town, Colorado",8,,760,,,10800760,77000,24966
"Trinidad city, Colorado",8,,78610,,,10878610,134900,10947
"Alma town, Colorado",8,,1530,,,10801530,295800,76668
"Sheridan city, Colorado",8,,69645,,,10869645,227500,21158
"Rocky Ford city, Colorado",8,,65190,,,10865190,73600,6658
"Loghill Village CDP, Colorado",8,,45680,,,10845680,556800,65858
"Castle Pines city, Colorado",8,,12387,,,10812387,615400,12508
"Idledale CDP, Colorado",8,,38480,,,10838480,334400,45903
"Ophir town, Colorado",8,,55870,,,10855870,625000,77461
"Inverness CDP, Colorado",8,,38910,,,10838910,607100,147717
"Jackson Lake CDP, Colorado",8,,39160,,,10839160,304200,111341
"Jansen CDP, Colorado",8,,39250,,,10839250,240900,85752
"Joes CDP, Colorado",8,,39745,,,10839745,84000,5781
"Johnson Village CDP, Colorado",8,,39800,,,10839800,,
"Kirk CDP, Colorado",8,,40900,,,10840900,150900,126746
"Laird CDP, Colorado",8,,42000,,,10842000,,
"La Junta Gardens CDP, Colorado",8,,42165,,,10842165,162500,102409
"Lazy Acres CDP, Colorado",8,,44270,,,10844270,676900,100412
"Lewis CDP, Colorado",8,,44595,,,10844595,169300,77685
"Leyner CDP, Colorado",8,,44695,,,10844695,,
"Loma CDP, Colorado",8,,45750,,,10845750,275700,26080
"Lynn CDP, Colorado",8,,47015,,,10847015,343800,224740
"McCoy CDP, Colorado",8,,47345,,,10847345,326700,109555
"Maybell CDP, Colorado",8,,49325,,,10849325,,
"Maysville CDP, Colorado",8,,49490,,,10849490,466700,293492
"Midland CDP, Colorado",8,,50380,,,10850380,201400,38825
"Morgan Heights CDP, Colorado",8,,51975,,,10851975,342400,45618
"Mountain Meadows CDP, Colorado",8,,52210,,,10852210,647100,136652
"Mulford CDP, Colorado",8,,52820,,,10852820,641500,37368
"No Name CDP, Colorado",8,,53875,,,10853875,,
"Norrie CDP, Colorado",8,,53945,,,10853945,,
"North La Junta CDP, Colorado",8,,54495,,,10854495,102000,18853
"Orchard CDP, Colorado",8,,55925,,,10855925,210000,175716
"Paragon Estates CDP, Colorado",8,,57445,,,10857445,1149000,103994
"Parshall CDP, Colorado",8,,57850,,,10857850,,
"Peoria CDP, Colorado",8,,58510,,,10858510,341200,104635
"Peyton CDP, Colorado",8,,58675,,,10858675,,
"Saddle Ridge CDP, Colorado",8,,66995,,,10866995,462500,86315
"St. Ann Highlands CDP, Colorado",8,,67040,,,10867040,607700,56667
"San Acacio CDP, Colorado",8,,67500,,,10867500,,
"Segundo CDP, Colorado",8,,68985,,,10868985,188800,54174
"Seven Hills CDP, Colorado",8,,69110,,,10869110,695000,129956
"Shaw Heights CDP, Colorado",8,,69480,,,10869480,290600,15870
"Smeltertown CDP, Colorado",8,,71625,,,10871625,,
"Snyder CDP, Colorado",8,,71790,,,10871790,115800,22502
"Ca�on City city, Colorado",8,,11810,,,10811810,160800,8013
"Centennial city, Colorado",8,,12815,,,10812815,433800,3710
"Simla town, Colorado",8,,70635,,,10870635,145800,34371
"Coal Creek town, Colorado",8,,15330,,,10815330,101800,22723
"Lincoln Park CDP, Colorado",8,,45145,,,10845145,190000,19052
"Williamsburg town, Colorado",8,,85155,,,10885155,129400,19504
"Central City city, Colorado",8,,12910,,,10812910,291700,42581
"Winter Park town, Colorado",8,,85705,,,10885705,435700,158971
"Marble town, Colorado",8,,48555,,,10848555,350000,70091
"Pitkin town, Colorado",8,,59830,,,10859830,290600,74138
"Fort Collins city, Colorado",8,,27425,,,10827425,367900,4209
