geoname,state,county,place,tract,bg,geonum,b19013001,b19013_moe001
"Census Tract 14.11, Weld County, Colorado",8,123,,1411,,108123001411,64702,14561
"Census Tract 14.12, Weld County, Colorado",8,123,,1412,,108123001412,89653,9886
"Census Tract 14.13, Weld County, Colorado",8,123,,1413,,108123001413,67591,12063
"Census Tract 98.15, Jefferson County, Colorado",8,59,,9815,,108059009815,133793,17416
"Census Tract 98.36, Jefferson County, Colorado",8,59,,9836,,108059009836,125087,10329
"Census Tract 98.43, Jefferson County, Colorado",8,59,,9843,,108059009843,120647,14454
"Census Tract 98.45, Jefferson County, Colorado",8,59,,9845,,108059009845,162419,21934
"Census Tract 98.46, Jefferson County, Colorado",8,59,,9846,,108059009846,136707,6815
"Census Tract 102.10, Jefferson County, Colorado",8,59,,10210,,108059010210,94461,7928
"Census Tract 2, Summit County, Colorado",8,117,,200,,108117000200,85109,18158
"Census Tract 1, Summit County, Colorado",8,117,,100,,108117000100,77692,3536
"Census Tract 142.04, Douglas County, Colorado",8,35,,14204,,108035014204,123145,13494
"Census Tract 144.03, Douglas County, Colorado",8,35,,14403,,108035014403,125481,9474
"Census Tract 144.04, Douglas County, Colorado",8,35,,14404,,108035014404,133611,12979
"Census Tract 144.05, Douglas County, Colorado",8,35,,14405,,108035014405,133321,5844
"Census Tract 19, El Paso County, Colorado",8,41,,1900,,108041001900,30152,4165
"Census Tract 20, El Paso County, Colorado",8,41,,2000,,108041002000,39515,6964
"Census Tract 22, El Paso County, Colorado",8,41,,2200,,108041002200,43250,8195
"Census Tract 1.01, El Paso County, Colorado",8,41,,101,,108041000101,53361,10617
"Census Tract 4, El Paso County, Colorado",8,41,,400,,108041000400,57841,11036
"Census Tract 5, El Paso County, Colorado",8,41,,500,,108041000500,54766,13288
"Census Tract 2.02, El Paso County, Colorado",8,41,,202,,108041000202,64368,3874
"Census Tract 10, El Paso County, Colorado",8,41,,1000,,108041001000,87143,17630
"Census Tract 39.06, El Paso County, Colorado",8,41,,3906,,108041003906,88643,12014
"Census Tract 3.02, El Paso County, Colorado",8,41,,302,,108041000302,36289,5436
"Census Tract 49.02, El Paso County, Colorado",8,41,,4902,,108041004902,95417,15306
"Census Tract 61, El Paso County, Colorado",8,41,,6100,,108041006100,42500,6482
"Census Tract 11.01, El Paso County, Colorado",8,41,,1101,,108041001101,32330,5080
"Census Tract 25.02, El Paso County, Colorado",8,41,,2502,,108041002502,62817,16322
"Census Tract 1, Grand County, Colorado",8,49,,100,,108049000100,59152,10619
"Census Tract 94.01, Adams County, Colorado",8,1,,9401,,108001009401,64742,2922
"Census Tract 94.07, Adams County, Colorado",8,1,,9407,,108001009407,60423,5118
"Census Tract 94.08, Adams County, Colorado",8,1,,9408,,108001009408,107093,8166
"Census Tract 96.04, Adams County, Colorado",8,1,,9604,,108001009604,53388,8169
